종목코드,종목명,증권그룹구분코드,시장구분
Q570072,한투 레버리지구리선물 ETN,EN,KOSPI
Q570073,한투 인버스2X구리선물 ETN,EN,KOSPI
Q570074,한투 유럽탄소배출권선물 ETN(H),EN,KOSPI
Q570081,한투 레버리지코스닥150선물 ETN,EN,KOSPI
Q570082,한투 인버스2X코스닥150선물 ETN,EN,KOSPI
Q570085,한투 인도네시아대표원자재 ETN,EN,KOSPI
Q570090,한투 KIS CD금리투자 ETN,EN,KOSPI
Q570091,한투 인버스유로스탁스50 ETN(H) C,EN,KOSPI
Q570092,한투 인버스2X유로스탁스50 ETN(H) B,EN,KOSPI
Q570094,한투 일본엔선물 ETN C,EN,KOSPI
Q570095,한투 레버리지일본엔선물 ETN C,EN,KOSPI
Q570096,한투 인버스2X일본엔선물 ETN,EN,KOSPI
Q570097,한투 엔달러선물 ETN(H),EN,KOSPI
Q570098,한투 레버리지엔달러선물 ETN(H),EN,KOSPI
Q570099,한투 인버스2X엔달러 선물 ETN(H),EN,KOSPI
Q570100,한투 일본종합상사TOP5 ETN,EN,KOSPI
Q570101,한투 인버스나스닥100 ETN B,EN,KOSPI
Q570102,한투 레버리지나스닥100 ETN B,EN,KOSPI
Q570103,한투 인버스2X나스닥100 ETN B,EN,KOSPI
Q570104,한투 일본니케이225선물 ETN(H),EN,KOSPI
Q570105,한투 인버스일본니케이225선물 ETN(H),EN,KOSPI
Q570106,한투 레버리지일본니케이225선물 ETN(H),EN,KOSPI
Q570107,한투 인버스2X일본니케이225선물 ETN(H),EN,KOSPI
Q570108,한투 레버리지국채30년 ETN,EN,KOSPI
Q570109,한투 레버리지미국채30년 ETN,EN,KOSPI
Q570110,한투 3X레버리지국채30년 ETN,EN,KOSPI
Q570111,한투 3X레버리지미국채30년 ETN,EN,KOSPI
Q570114,한투 S&P500 VIX S/T선물 ETN(H) B,EN,KOSPI
Q570115,한투 인버스0.5X S&P500 VIX S/T선물 ETN B,EN,KOSPI
Q570116,한투 레버리지WTI원유선물 ETN B,EN,KOSPI
Q570117,한투 인버스2XWTI원유선물 ETN B,EN,KOSPI
Q570118,한투 인버스2X천연가스선물 ETN B,EN,KOSPI
Q570119,한투 인버스2X은선물 ETN,EN,KOSPI
Q570120,한투 레버리지천연가스선물 ETN C,EN,KOSPI
Q570121,한투 금선물 ETN,EN,KOSPI
Q570122,한투 인버스금선물 ETN,EN,KOSPI
Q570123,한투 은선물 ETN,EN,KOSPI
Q570124,한투 인버스은선물 ETN,EN,KOSPI
Q570125,한투 솔랙티브레버리지금선물 ETN,EN,KOSPI
Q570126,한투 솔랙티브인버스2X금선물 ETN,EN,KOSPI
Q570127,한투 인버스2X코스피200선물 ETN,EN,KOSPI
Q570019,한투 코스피양매도5%OTM ETN,EN,KOSPI
Q570029,한투 코스피양매도3%OTM ETN,EN,KOSPI
Q570022,한투 레버리지S&P500선물 ETN(H),EN,KOSPI
Q570023,한투 인버스2XS&P500선물 ETN(H),EN,KOSPI
Q580026,KB S&P 레버리지 은 선물 ETN(H),EN,KOSPI
Q580032,KB 레버리지 구리 선물 ETN(H),EN,KOSPI
Q580033,KB 인버스 2X 구리 선물 ETN(H),EN,KOSPI
Q580034,KB 레버리지 FANG 플러스 ETN(H),EN,KOSPI
Q580035,KB S&P 유럽탄소배출권 선물 ETN(H),EN,KOSPI
Q580039,KB 레버리지 KOSPI 200 선물 ETN,EN,KOSPI
Q580043,KB 레버리지 KOSDAQ 150 선물 ETN,EN,KOSPI
Q580044,KB 인버스 2X KOSDAQ 150 선물 ETN,EN,KOSPI
Q580047,KB 레버리지 항셍테크 선물 ETN(H) B,EN,KOSPI
Q580048,KB 차이나 대형주 CSI 300 ETN,EN,KOSPI
Q580049,KB 차이나 중형주 CSI 500 ETN,EN,KOSPI
Q580050,KB 차이나 과창판 STAR 50 ETN,EN,KOSPI
Q580051,KB 레버리지 밀 선물 ETN,EN,KOSPI
Q580052,KB 인버스 2X 밀 선물 ETN,EN,KOSPI
Q580053,KB 레버리지 콩 선물 ETN,EN,KOSPI
Q580054,KB 인버스 2X 콩 선물 ETN,EN,KOSPI
Q580056,KB 일본 로보틱스 TOP 10 ETN,EN,KOSPI
Q580057,KB 일본 컨슈머 TOP 10 ETN,EN,KOSPI
Q580058,KB KIS CD금리투자 ETN,EN,KOSPI
Q580059,KB 미국채 10년 ETN,EN,KOSPI
Q580060,KB 레버리지 미국채 10년 ETN,EN,KOSPI
Q580061,KB 미국채 30년 ETN,EN,KOSPI
Q580062,KB 레버리지 미국채 30년 ETN,EN,KOSPI
Q580063,KB 레버리지 미국채 10년 선물 ETN,EN,KOSPI
Q580064,KB 인버스 2X 미국채 10년 선물 ETN,EN,KOSPI
Q580065,KB 코스닥 150 TR ETN,EN,KOSPI
Q580066,KB 인도 대형 성장주 Select 5 ETN,EN,KOSPI
Q580067,KB 인도 디지털 Select 5 ETN,EN,KOSPI
Q580068,KB S&P 레버리지 WTI원유 선물 ETN B,EN,KOSPI
Q580069,KB S&P 인버스 2X WTI원유 선물 ETN B,EN,KOSPI
Q580070,KB 레버리지 2차전지 TOP 10 TR ETN,EN,KOSPI
Q580071,KB 인버스 2X 천연가스 선물 ETN B,EN,KOSPI
Q580072,KB 화웨이 밸류체인 ETN,EN,KOSPI
Q580073,KB 레버리지 화웨이 밸류체인 ETN,EN,KOSPI
Q580074,KB BYD 밸류체인 ETN,EN,KOSPI
Q580075,KB 레버리지 BYD 밸류체인 ETN,EN,KOSPI
Q580076,KB 레버리지 미국 나스닥 100 TR ETN B,EN,KOSPI
Q580077,KB 인버스 2X 미국 나스닥 100 TR ETN B,EN,KOSPI
Q580078,KB 은 선물 ETN,EN,KOSPI
Q580079,KB 레버리지 은 선물 ETN,EN,KOSPI
Q580080,KB 인버스 은 선물 ETN,EN,KOSPI
Q580081,KB 인버스 2X 은 선물 ETN,EN,KOSPI
Q580082,KB 레버리지 반도체 TOP10 TR ETN,EN,KOSPI
Q580083,KB 레버리지 미국 S&P500 선물 ETN B,EN,KOSPI
Q580084,KB 인버스 2X 미국 S&P500 선물 ETN B,EN,KOSPI
Q580085,KB 솔랙티브 천연가스 선물 ETN,EN,KOSPI
Q580086,KB 솔랙티브 레버리지 천연가스 선물 ETN,EN,KOSPI
Q580087,KB 솔랙티브 인버스 천연가스 선물 ETN,EN,KOSPI
Q580088,KB 인버스 2X KOSPI 200 선물 ETN B,EN,KOSPI
Q580089,KB 솔랙티브 레버리지 금 선물 ETN,EN,KOSPI
Q580090,KB 솔랙티브 인버스 2X 금 선물 ETN,EN,KOSPI
Q580010,KB Wise 분할매매 ETN,EN,KOSPI
Q610001,메리츠 인플레이션 국채 ETN,EN,KOSPI
Q610003,메리츠 미국 인플레이션 국채 ETN(H),EN,KOSPI
Q610007,메리츠 국채30년 ETN,EN,KOSPI
Q610018,메리츠 국채10년 ETN,EN,KOSPI
Q610020,메리츠 인버스 국채10년 ETN,EN,KOSPI
Q610022,메리츠 미국채10년 ETN(H),EN,KOSPI
Q610023,메리츠 레버리지 미국채10년 ETN(H),EN,KOSPI
Q610024,메리츠 인버스 미국채10년 ETN(H),EN,KOSPI
Q610025,메리츠 인버스 2X 미국채10년 ETN(H),EN,KOSPI
Q610028,메리츠 레버리지 구리 선물 ETN(H),EN,KOSPI
Q610029,메리츠 인버스 2X 구리 선물 ETN(H),EN,KOSPI
Q610030,메리츠 S&P 유럽탄소배출권 선물 ETN(H),EN,KOSPI
Q610034,메리츠 대표 농산물 선물 ETN(H),EN,KOSPI
Q610035,메리츠 레버리지 대표 농산물 선물 ETN(H),EN,KOSPI
Q610036,메리츠 인버스 2X 대표 농산물 선물 ETN(H),EN,KOSPI
Q610037,메리츠 미국채30년 ETN(H),EN,KOSPI
Q610038,메리츠 레버리지 미국채30년 ETN(H),EN,KOSPI
Q610039,메리츠 인버스 미국채30년 ETN(H),EN,KOSPI
Q610040,메리츠 인버스 2X 미국채30년 ETN(H),EN,KOSPI
Q610045,메리츠 국채3년 ETN,EN,KOSPI
Q610047,메리츠 인버스 국채3년 ETN,EN,KOSPI
Q610049,메리츠 국채5년 ETN,EN,KOSPI
Q610051,메리츠 인버스 국채5년 ETN,EN,KOSPI
Q610055,메리츠 3X 레버리지 국채3년 ETN,EN,KOSPI
Q610056,메리츠 인버스 3X 국채3년 ETN,EN,KOSPI
Q610057,메리츠 3X 레버리지 국채5년 ETN,EN,KOSPI
Q610058,메리츠 인버스 3X 국채5년 ETN,EN,KOSPI
Q610059,메리츠 3X 레버리지 국채10년 ETN,EN,KOSPI
Q610060,메리츠 인버스 3X 국채10년 ETN,EN,KOSPI
Q610061,메리츠 3X 레버리지 국채30년 ETN,EN,KOSPI
Q610062,메리츠 인버스 3X 국채30년 ETN,EN,KOSPI
Q610063,메리츠 KIS CD금리투자 ETN,EN,KOSPI
Q610064,메리츠 KAP 통안채 6개월 ETN,EN,KOSPI
Q610066,메리츠 KAP 통안채 3개월 ETN,EN,KOSPI
Q610068,메리츠 KAP 일본 엔화 ETN,EN,KOSPI
Q610069,메리츠 KAP 레버리지 일본 엔화 ETN,EN,KOSPI
Q610070,메리츠 KAP 인버스 2X 일본 엔화 ETN,EN,KOSPI
Q610071,메리츠 KAP 중국 위안화 ETN,EN,KOSPI
Q610072,메리츠 KAP 레버리지 중국 위안화 ETN,EN,KOSPI
Q610073,메리츠 KAP 인버스 2X 중국 위안화 ETN,EN,KOSPI
Q610074,메리츠 미국채10년 ETN,EN,KOSPI
Q610075,메리츠 3X 레버리지 미국채10년 ETN,EN,KOSPI
Q610076,메리츠 인버스 3X 미국채10년 ETN,EN,KOSPI
Q610077,메리츠 미국채30년 ETN,EN,KOSPI
Q610078,메리츠 3X 레버리지 미국채30년 ETN,EN,KOSPI
Q610079,메리츠 인버스 3X 미국채30년 ETN,EN,KOSPI
Q610080,메리츠 멕시코 페소화 ETN,EN,KOSPI
Q610081,메리츠 레버리지 멕시코 페소화 ETN,EN,KOSPI
Q610082,메리츠 인도 루피화 ETN,EN,KOSPI
Q610083,메리츠 레버리지 인도 루피화 ETN,EN,KOSPI
Q610084,메리츠 미국채30년 스트립 ETN(H),EN,KOSPI
Q610085,메리츠 레버리지 미국채30년 스트립 ETN(H),EN,KOSPI
Q610086,메리츠 인버스2X 미국채30년 스트립 ETN(H),EN,KOSPI
Q610087,메리츠 WTI원유 선물 ETN(H),EN,KOSPI
Q610088,메리츠 레버리지 WTI원유 선물 ETN(H),EN,KOSPI
Q610089,메리츠 인버스 2X WTI원유 선물 ETN(H),EN,KOSPI
Q610090,메리츠 일본 국채 10년 ETN,EN,KOSPI
Q610091,메리츠 3X 레버리지 일본 국채 10년 ETN,EN,KOSPI
Q610092,메리츠 인버스 일본 국채 10년 ETN,EN,KOSPI
Q610093,메리츠 인버스 3X 일본 국채 10년 ETN,EN,KOSPI
Q610094,메리츠 천연가스 선물 ETN(H),EN,KOSPI
Q610095,메리츠 레버리지 천연가스 선물 ETN(H),EN,KOSPI
Q610096,메리츠 인버스 2X 천연가스 선물 ETN(H),EN,KOSPI
Q610097,메리츠 미국채30년스트립 커버드콜 ETN(H),EN,KOSPI
Q610098,메리츠 미국채30년 풋라이트 ETN(H),EN,KOSPI
Q610099,메리츠 은 선물 ETN(H),EN,KOSPI
Q610100,메리츠 레버리지 은 선물 ETN(H),EN,KOSPI
Q610101,메리츠 인버스 2X 은 선물 ETN(H),EN,KOSPI
Q610102,메리츠 솔랙티브 금 선물 ETN(H),EN,KOSPI
Q610103,메리츠 솔랙티브 레버리지 금 선물 ETN(H),EN,KOSPI
Q610104,메리츠 솔랙티브 인버스 2X 금 선물 ETN(H),EN,KOSPI
Q610105,메리츠 레버리지 국채30년 ETN B,EN,KOSPI
Q610106,메리츠 인버스 국채30년 ETN B,EN,KOSPI
Q700011,하나 레버리지 옥수수 선물 ETN(H),EN,KOSPI
Q700012,하나 인버스 2X 옥수수 선물 ETN(H),EN,KOSPI
Q700013,하나 레버리지 콩 선물 ETN(H),EN,KOSPI
Q700014,하나 인버스 2X 콩 선물 ETN(H),EN,KOSPI
Q700017,하나 레버리지 코스닥150 선물 ETN,EN,KOSPI
Q700018,하나 인버스 2X 코스닥150 선물 ETN,EN,KOSPI
Q700022,하나 Solactive US Tech Top 10 ETN(H),EN,KOSPI
Q700023,하나 Solactive 2X US Tech Top 10 ETN(H),EN,KOSPI
Q700026,하나 CD금리투자 ETN,EN,KOSPI
Q700027,하나 반도체 ETN,EN,KOSPI
Q700028,하나 레버리지 반도체 ETN,EN,KOSPI
Q700029,하나 S&P 레버리지 WTI원유 선물 ETN B,EN,KOSPI
Q700030,하나 S&P 인버스 2X WTI원유 선물 ETN B,EN,KOSPI
Q700031,하나 레버리지 천연가스 선물 ETN(H),EN,KOSPI
Q700032,하나 인버스 2X 천연가스 선물 ETN(H),EN,KOSPI
Q700033,하나 K방산TOP10 ETN,EN,KOSPI
Q700034,하나 레버리지 K방산TOP10 ETN,EN,KOSPI
Q700035,하나 인버스 2X K방산TOP10 ETN,EN,KOSPI
Q700036,하나 인버스 2X 반도체 ETN,EN,KOSPI
Q760004,키움 인버스 미국달러선물 ETN,EN,KOSPI
Q760005,키움 INDXX 미국테크탑10 ETN,EN,KOSPI
Q760006,키움 KPOP ETN,EN,KOSPI
Q760007,키움 코스피 200 TR ETN,EN,KOSPI
Q760008,키움 코스닥 150 TR ETN,EN,KOSPI
Q760009,키움 CD금리투자 ETN,EN,KOSPI
Q760010,키움 2차전지산업 ETN,EN,KOSPI
Q760011,키움 레버리지 2차전지산업 ETN,EN,KOSPI
Q760012,키움 반도체TOP10 ETN,EN,KOSPI
Q760013,키움 레버리지 반도체TOP10 ETN,EN,KOSPI
Q760014,키움 바이오TOP10 ETN,EN,KOSPI
Q760015,키움 레버리지 바이오TOP10 ETN,EN,KOSPI
Q760016,키움 레버리지 조선TOP10 ETN,EN,KOSPI
Q760017,키움 조선TOP10 ETN,EN,KOSPI
Q760018,키움 미국달러선물 ETN B,EN,KOSPI
Q760021,키움 코스피200 선물 달러노출 ETN,EN,KOSPI
Q760022,키움 K방산 TOP5 ETN,EN,KOSPI
Q760023,키움 레버리지 K방산 TOP5 ETN,EN,KOSPI
Q760024,키움 인버스 2X K방산 TOP5 ETN,EN,KOSPI
Q760025,키움 전력 TOP5 ETN,EN,KOSPI
Q760026,키움 레버리지 전력 TOP5 ETN,EN,KOSPI
Q760027,키움 인버스 2X 전력 TOP5 ETN,EN,KOSPI
Q760028,키움 인버스 2X 반도체TOP10 ETN,EN,KOSPI
Q760032,키움 모험자본창업투자 ETN,EN,KOSPI
900140,엘브이엠씨홀딩스,FS,KOSPI
900110,딥커머스,FS,KOSDAQ
900270,헝셩그룹,FS,KOSDAQ
900260,로스웰,FS,KOSDAQ
900290,GRT,FS,KOSDAQ
900300,오가닉티코스메틱,FS,KOSDAQ
900310,컬러레이,FS,KOSDAQ
900340,윙입푸드,FS,KOSDAQ
950190,고스트스튜디오,DR,KOSDAQ
950170,JTC,DR,KOSDAQ
950250,테라뷰,DR,KOSDAQ
950130,엑세스바이오,DR,KOSDAQ
950140,잉글우드랩,DR,KOSDAQ
950160,코오롱티슈진,DR,KOSDAQ
950220,네오이뮨텍,DR,KOSDAQ
950200,소마젠,DR,KOSDAQ
950260,인제니아테라퓨틱스(Reg.S),DR,KOSDAQ
900120,씨엑스아이,FS,KOSDAQ
900250,크리스탈신소재,FS,KOSDAQ
900070,글로벌에스엠,FS,KOSDAQ
900100,파이온엑스,FS,KOSDAQ
